region,sex,year,ghecause,causename,deaths,rank_deaths
1_Afr,2,2020,30,Tuberculosis,234343.2356,4
1_Afr,2,2020,110,Diarrhoeal diseases,226995.9412,5
1_Afr,2,2020,100,HIV/AIDS,215138.1876,6
1_Afr,2,2020,1130,Ischaemic heart disease,188394.6203,7
1_Afr,2,2020,500,Preterm birth complications,167607.4351,8
1_Afr,2,2020,420,Maternal conditions,131443.0182,9
1_Afr,2,2020,510,Birth asphyxia and birth trauma,125391.0456,10
1_Afr,2,2020,1120,Hypertensive heart disease,112770.1279,11
1_Afr,2,2020,800,Diabetes mellitus,102474.8384,12
1_Afr,2,2020,1270,Kidney diseases,77150.57338,13
1_Afr,2,2020,395,COVID-19,76916.68191,14
1_Afr,2,2020,710,Cervix uteri cancer,76009.25888,15
1_Afr,2,2021,390,Lower respiratory infections,353965.871,1
1_Afr,2,2021,220,Malaria,285544.4783,2
1_Afr,2,2021,1140,Stroke,272430.2891,3
1_Afr,2,2021,110,Diarrhoeal diseases,226217.4341,4
1_Afr,2,2021,30,Tuberculosis,216099.7327,5
1_Afr,2,2021,100,HIV/AIDS,203831.405,6
1_Afr,2,2021,1130,Ischaemic heart disease,196078.6909,7
1_Afr,2,2021,395,COVID-19,189670.1354,8
1_Afr,2,2021,500,Preterm birth complications,167129.7666,9
1_Afr,2,2021,420,Maternal conditions,147330.1729,10
1_Afr,2,2021,510,Birth asphyxia and birth trauma,124633.5897,11
1_Afr,2,2021,1120,Hypertensive heart disease,116375.2256,12
1_Afr,2,2021,800,Diabetes mellitus,106316.9882,13
1_Afr,2,2021,1270,Kidney diseases,82081.15423,14
1_Afr,2,2021,710,Cervix uteri cancer,75607.00017,15
1_Afr,3,2000,100,HIV/AIDS,1201247.309,1
1_Afr,3,2000,390,Lower respiratory infections,822735.6461,2
1_Afr,3,2000,220,Malaria,796579.9041,3
1_Afr,3,2000,30,Tuberculosis,779410.0337,4
1_Afr,3,2000,110,Diarrhoeal diseases,746382.0645,5
1_Afr,3,2000,500,Preterm birth complications,361993.3576,6
1_Afr,3,2000,150,Measles,330474.9644,7
1_Afr,3,2000,1140,Stroke,325520.1333,8
1_Afr,3,2000,510,Birth asphyxia and birth trauma,280528.771,9
1_Afr,3,2000,1130,Ischaemic heart disease,222252.9681,10
1_Afr,3,2000,420,Maternal conditions,182144.4824,11
1_Afr,3,2000,170,Meningitis,180843.4339,12
1_Afr,3,2000,1530,Road injury,173187.9486,13
1_Afr,3,2000,550,Protein-energy malnutrition,137844.7962,14
1_Afr,3,2000,1230,Cirrhosis of the liver,119963.4106,15
1_Afr,3,2019,390,Lower respiratory infections,774557.7296,1
1_Afr,3,2019,220,Malaria,554517.7429,2
1_Afr,3,2019,30,Tuberculosis,552614.0549,3
1_Afr,3,2019,110,Diarrhoeal diseases,507929.4945,4
1_Afr,3,2019,1140,Stroke,476874.3631,5
1_Afr,3,2019,100,HIV/AIDS,462745.305,6
1_Afr,3,2019,500,Preterm birth complications,384371.7609,7
1_Afr,3,2019,1130,Ischaemic heart disease,363593.8686,8
1_Afr,3,2019,510,Birth asphyxia and birth trauma,288231.6569,9
1_Afr,3,2019,1530,Road injury,219210.1154,10
1_Afr,3,2019,800,Diabetes mellitus,180374.0598,11
1_Afr,3,2019,1230,Cirrhosis of the liver,174393.0181,12
1_Afr,3,2019,1270,Kidney diseases,160183.7405,13
1_Afr,3,2019,1120,Hypertensive heart disease,149595.4516,14
1_Afr,3,2019,420,Maternal conditions,140826.5212,15
1_Afr,3,2020,390,Lower respiratory infections,759548.1178,1
1_Afr,3,2020,220,Malaria,607015.3005,2
1_Afr,3,2020,30,Tuberculosis,552575.051,3
1_Afr,3,2020,1140,Stroke,514962.0802,4
1_Afr,3,2020,110,Diarrhoeal diseases,496539.6675,5
1_Afr,3,2020,100,HIV/AIDS,433607.8795,6
1_Afr,3,2020,1130,Ischaemic heart disease,395599.0866,7
1_Afr,3,2020,500,Preterm birth complications,383498.0695,8
1_Afr,3,2020,510,Birth asphyxia and birth trauma,286339.6224,9
1_Afr,3,2020,1530,Road injury,211246.7968,10
1_Afr,3,2020,395,COVID-19,202728.2064,11
1_Afr,3,2020,800,Diabetes mellitus,199363.5464,12
1_Afr,3,2020,1230,Cirrhosis of the liver,182254.9419,13
1_Afr,3,2020,1270,Kidney diseases,171638.5756,14
1_Afr,3,2020,1120,Hypertensive heart disease,160689.7033,15
1_Afr,3,2021,390,Lower respiratory infections,764655.1715,1
1_Afr,3,2021,220,Malaria,586307.6459,2
1_Afr,3,2021,1140,Stroke,514091.3901,3
1_Afr,3,2021,30,Tuberculosis,502680.7868,4
1_Afr,3,2021,110,Diarrhoeal diseases,491083.0853,5
1_Afr,3,2021,395,COVID-19,468773.877,6
1_Afr,3,2021,100,HIV/AIDS,402036.9233,7
1_Afr,3,2021,1130,Ischaemic heart disease,401467.9182,8
1_Afr,3,2021,500,Preterm birth complications,382892.8602,9
1_Afr,3,2021,510,Birth asphyxia and birth trauma,285151.8553,10
1_Afr,3,2021,1530,Road injury,225712.4771,11
1_Afr,3,2021,800,Diabetes mellitus,200386.1892,12
1_Afr,3,2021,1230,Cirrhosis of the liver,189983.2025,13
1_Afr,3,2021,1270,Kidney diseases,175913.8336,14
1_Afr,3,2021,1120,Hypertensive heart disease,161916.8392,15
1_LI,1,2000,390,Lower respiratory infections,269882.6656,1
1_LI,1,2000,110,Diarrhoeal diseases,213766.4789,2
1_LI,1,2000,220,Malaria,196723.2241,3
1_LI,1,2000,30,Tuberculosis,194052.3658,4
1_LI,1,2000,100,HIV/AIDS,191720.055,5
1_LI,1,2000,500,Preterm birth complications,144070.1791,6
1_LI,1,2000,150,Measles,121508.9105,7
1_LI,1,2000,1140,Stroke,107113.2942,8
1_LI,1,2000,510,Birth asphyxia and birth trauma,93816.73808,9
1_LI,1,2000,1130,Ischaemic heart disease,91928.78965,10
1_LI,1,2000,1530,Road injury,73617.03476,11
1_LI,1,2000,1630,Collective violence and legal intervention,66549.04743,12
1_LI,1,2000,550,Protein-energy malnutrition,64468.17816,13
1_LI,1,2000,170,Meningitis,61834.4575,14
1_LI,1,2000,1230,Cirrhosis of the liver,45469.51737,15
1_LI,1,2019,390,Lower respiratory infections,226234.7583,1
1_LI,1,2019,1140,Stroke,164864.243,2
1_LI,1,2019,1130,Ischaemic heart disease,151992.3697,3
1_LI,1,2019,500,Preterm birth complications,147033.2045,4
1_LI,1,2019,110,Diarrhoeal diseases,139769.3555,5
1_LI,1,2019,220,Malaria,133748.7006,6
1_LI,1,2019,30,Tuberculosis,118085.5489,7
1_LI,1,2019,1530,Road injury,102326.2113,8
1_LI,1,2019,1630,Collective violence and legal intervention,99030.93337,9
1_LI,1,2019,510,Birth asphyxia and birth trauma,92417.54227,10
1_LI,1,2019,100,HIV/AIDS,85034.11962,11
1_LI,1,2019,1230,Cirrhosis of the liver,66775.53283,12
1_LI,1,2019,1270,Kidney diseases,48399.04543,13
1_LI,1,2019,1180,Chronic obstructive pulmonary disease,48327.58905,14
1_LI,1,2019,1400,Congenital anomalies,45327.9553,15
1_LI,1,2020,390,Lower respiratory infections,219123.0215,1
1_LI,1,2020,1140,Stroke,176867.1295,2
1_LI,1,2020,1130,Ischaemic heart disease,164409.0044,3
1_LI,1,2020,220,Malaria,148803.1117,4
1_LI,1,2020,500,Preterm birth complications,146791.3153,5
1_LI,1,2020,110,Diarrhoeal diseases,135087.4293,6
1_LI,1,2020,30,Tuberculosis,122652.5326,7
1_LI,1,2020,1530,Road injury,96598.02184,8
1_LI,1,2020,510,Birth asphyxia and birth trauma,91752.37448,9
1_LI,1,2020,100,HIV/AIDS,81247.0568,10
1_LI,1,2020,1230,Cirrhosis of the liver,69553.18455,11
1_LI,1,2020,1630,Collective violence and legal intervention,63706.91641,12
1_LI,1,2020,395,COVID-19,63059.63636,13
1_LI,1,2020,1180,Chronic obstructive pulmonary disease,52103.22358,14
1_LI,1,2020,1270,Kidney diseases,51749.54886,15
1_LI,1,2021,390,Lower respiratory infections,217744.3854,1
1_LI,1,2021,1140,Stroke,168405.4971,2
1_LI,1,2021,395,COVID-19,163209.5793,3
1_LI,1,2021,1130,Ischaemic heart disease,158045.378,4
1_LI,1,2021,500,Preterm birth complications,146763.3273,5
1_LI,1,2021,220,Malaria,142423.6639,6
1_LI,1,2021,110,Diarrhoeal diseases,132448.1404,7
1_LI,1,2021,30,Tuberculosis,114535.5306,8
1_LI,1,2021,1530,Road injury,101203.3088,9
1_LI,1,2021,510,Birth asphyxia and birth trauma,91602.1392,10
1_LI,1,2021,1630,Collective violence and legal intervention,81451.10642,11
1_LI,1,2021,100,HIV/AIDS,74786.64205,12
1_LI,1,2021,1230,Cirrhosis of the liver,70701.21623,13
1_LI,1,2021,1270,Kidney diseases,50784.05561,14
1_LI,1,2021,1180,Chronic obstructive pulmonary disease,49393.5114,15
1_LI,2,2000,100,HIV/AIDS,227236.099,1
1_LI,2,2000,390,Lower respiratory infections,226747.4362,2
1_LI,2,2000,220,Malaria,191022.4802,3
1_LI,2,2000,110,Diarrhoeal diseases,184775.1449,4
1_LI,2,2000,30,Tuberculosis,172408.4882,5
1_LI,2,2000,1140,Stroke,115841.1566,6
1_LI,2,2000,500,Preterm birth complications,115096.9806,7
1_LI,2,2000,150,Measles,111826.9979,8
1_LI,2,2000,420,Maternal conditions,109602.3823,9
1_LI,2,2000,1130,Ischaemic heart disease,84339.37365,10
1_LI,2,2000,510,Birth asphyxia and birth trauma,74672.11824,11
1_LI,2,2000,550,Protein-energy malnutrition,68877.20908,12
1_LI,2,2000,170,Meningitis,51234.2429,13
1_LI,2,2000,1120,Hypertensive heart disease,41489.18373,14
1_LI,2,2000,1530,Road injury,33455.55157,15
1_LI,2,2019,390,Lower respiratory infections,192215.2594,1
1_LI,2,2019,1140,Stroke,172374.6446,2
1_LI,2,2019,1130,Ischaemic heart disease,136859.1114,3
1_LI,2,2019,220,Malaria,125336.185,4
1_LI,2,2019,110,Diarrhoeal diseases,115824.6748,5
1_LI,2,2019,500,Preterm birth complications,113901.1095,6
1_LI,2,2019,30,Tuberculosis,93313.0992,7
1_LI,2,2019,420,Maternal conditions,83563.55663,8
1_LI,2,2019,100,HIV/AIDS,80939.84158,9
1_LI,2,2019,510,Birth asphyxia and birth trauma,71356.78895,10
1_LI,2,2019,1120,Hypertensive heart disease,68601.32024,11
1_LI,2,2019,1180,Chronic obstructive pulmonary disease,46534.09733,12
1_LI,2,2019,800,Diabetes mellitus,44549.21974,13
1_LI,2,2019,1270,Kidney diseases,43973.88364,14
1_LI,2,2019,1530,Road injury,41934.87138,15
1_LI,2,2020,390,Lower respiratory infections,185951.834,1
1_LI,2,2020,1140,Stroke,178700.3274,2
1_LI,2,2020,1130,Ischaemic heart disease,143526.7575,3
1_LI,2,2020,220,Malaria,139028.6404,4
1_LI,2,2020,500,Preterm birth complications,113780.4246,5
1_LI,2,2020,110,Diarrhoeal diseases,112986.6809,6
1_LI,2,2020,30,Tuberculosis,99413.08932,7
1_LI,2,2020,420,Maternal conditions,79196.69885,8
1_LI,2,2020,100,HIV/AIDS,76529.95694,9
1_LI,2,2020,1120,Hypertensive heart disease,72091.90699,10
1_LI,2,2020,510,Birth asphyxia and birth trauma,70910.01487,11
1_LI,2,2020,1180,Chronic obstructive pulmonary disease,48020.0758,12
1_LI,2,2020,800,Diabetes mellitus,47203.12813,13
1_LI,2,2020,1270,Kidney diseases,46439.48864,14
1_LI,2,2020,1530,Road injury,42452.64653,15
1_LI,2,2021,390,Lower respiratory infections,188605.6388,1
1_LI,2,2021,1140,Stroke,184268.7075,2
1_LI,2,2021,1130,Ischaemic heart disease,148753.4785,3
1_LI,2,2021,220,Malaria,132774.4594,4
1_LI,2,2021,500,Preterm birth complications,113564.0444,5
1_LI,2,2021,110,Diarrhoeal diseases,112884.2598,6
1_LI,2,2021,30,Tuberculosis,96361.32615,7
1_LI,2,2021,395,COVID-19,94832.33147,8
1_LI,2,2021,420,Maternal conditions,88372.90309,9
1_LI,2,2021,100,HIV/AIDS,76094.9705,10
1_LI,2,2021,1120,Hypertensive heart disease,74678.30841,11
1_LI,2,2021,510,Birth asphyxia and birth trauma,70633.57353,12
1_LI,2,2021,800,Diabetes mellitus,49705.85605,13
1_LI,2,2021,1180,Chronic obstructive pulmonary disease,49573.58328,14
1_LI,2,2021,1270,Kidney diseases,49263.61761,15
1_LI,3,2000,390,Lower respiratory infections,496630.1019,1
1_LI,3,2000,100,HIV/AIDS,418956.154,2
1_LI,3,2000,110,Diarrhoeal diseases,398541.6237,3
1_LI,3,2000,220,Malaria,387745.7043,4
1_LI,3,2000,30,Tuberculosis,366460.8541,5
1_LI,3,2000,500,Preterm birth complications,259167.1597,6
1_LI,3,2000,150,Measles,233335.9084,7
1_LI,3,2000,1140,Stroke,222954.4508,8
1_LI,3,2000,1130,Ischaemic heart disease,176268.1633,9
1_LI,3,2000,510,Birth asphyxia and birth trauma,168488.8563,10
1_LI,3,2000,550,Protein-energy malnutrition,133345.3872,11
1_LI,3,2000,170,Meningitis,113068.7004,12
1_LI,3,2000,420,Maternal conditions,109602.3823,13
1_LI,3,2000,1530,Road injury,107072.5863,14
1_LI,3,2000,1630,Collective violence and legal intervention,82138.22304,15
1_LI,3,2019,390,Lower respiratory infections,418450.0177,1
1_LI,3,2019,1140,Stroke,337238.8876,2
1_LI,3,2019,1130,Ischaemic heart disease,288851.481,3
1_LI,3,2019,500,Preterm birth complications,260934.3141,4
1_LI,3,2019,220,Malaria,259084.8856,5
1_LI,3,2019,110,Diarrhoeal diseases,255594.0303,6
1_LI,3,2019,30,Tuberculosis,211398.6481,7
1_LI,3,2019,100,HIV/AIDS,165973.9612,8
1_LI,3,2019,510,Birth asphyxia and birth trauma,163774.3312,9
1_LI,3,2019,1530,Road injury,144261.0827,10
1_LI,3,2019,1630,Collective violence and legal intervention,120074.5479,11
1_LI,3,2019,1230,Cirrhosis of the liver,103944.2771,12
1_LI,3,2019,1120,Hypertensive heart disease,99038.20339,13
1_LI,3,2019,1180,Chronic obstructive pulmonary disease,94861.68638,14
1_LI,3,2019,1270,Kidney diseases,92372.92907,15
1_LI,3,2020,390,Lower respiratory infections,405074.8555,1
1_LI,3,2020,1140,Stroke,355567.4568,2
1_LI,3,2020,1130,Ischaemic heart disease,307935.762,3
1_LI,3,2020,220,Malaria,287831.7521,4
1_LI,3,2020,500,Preterm birth complications,260571.7399,5
1_LI,3,2020,110,Diarrhoeal diseases,248074.1102,6
1_LI,3,2020,30,Tuberculosis,222065.6219,7
1_LI,3,2020,510,Birth asphyxia and birth trauma,162662.3894,8
1_LI,3,2020,100,HIV/AIDS,157777.0137,9
1_LI,3,2020,1530,Road injury,139050.6684,10
1_LI,3,2020,1230,Cirrhosis of the liver,107931.7829,11
1_LI,3,2020,1120,Hypertensive heart disease,104944.0647,12
1_LI,3,2020,395,COVID-19,100679.5836,13
1_LI,3,2020,1180,Chronic obstructive pulmonary disease,100123.2994,14
1_LI,3,2020,1270,Kidney diseases,98189.03749,15
1_LI,3,2021,390,Lower respiratory infections,406350.0243,1
1_LI,3,2021,1140,Stroke,352674.2046,2
1_LI,3,2021,1130,Ischaemic heart disease,306798.8565,3
1_LI,3,2021,220,Malaria,275198.1232,4
1_LI,3,2021,500,Preterm birth complications,260327.3717,5
1_LI,3,2021,395,COVID-19,258041.9107,6
1_LI,3,2021,110,Diarrhoeal diseases,245332.4002,7
1_LI,3,2021,30,Tuberculosis,210896.8567,8
1_LI,3,2021,510,Birth asphyxia and birth trauma,162235.7127,9
1_LI,3,2021,100,HIV/AIDS,150881.6125,10
1_LI,3,2021,1530,Road injury,144665.3232,11
1_LI,3,2021,1230,Cirrhosis of the liver,111078.0035,12
1_LI,3,2021,1120,Hypertensive heart disease,105271.1729,13
1_LI,3,2021,1270,Kidney diseases,100047.6732,14
1_LI,3,2021,1630,Collective violence and legal intervention,99909.57185,15
2_Amr,1,2000,1130,Ischaemic heart disease,524649.1764,1
2_Amr,1,2000,1140,Stroke,192754.8122,2
2_Amr,1,2000,1620,Interpersonal violence,139920.9901,3
2_Amr,1,2000,680,"Trachea, bronchus, lung cancers",137929.9022,4
2_Amr,1,2000,1180,Chronic obstructive pulmonary disease,137840.2592,5
2_Amr,1,2000,390,Lower respiratory infections,111988.9552,6
2_Amr,1,2000,1530,Road injury,98730.53909,7
2_Amr,1,2000,800,Diabetes mellitus,76432.80702,8
2_Amr,1,2000,740,Prostate cancer,72951.37799,9
2_Amr,1,2000,1230,Cirrhosis of the liver,72286.55057,10
2_Amr,1,2000,1270,Kidney diseases,68362.76458,11
2_Amr,1,2000,500,Preterm birth complications,51810.01709,12
2_Amr,1,2000,650,Colon and rectum cancers,51603.23251,13
2_Amr,1,2000,1610,Self-harm,49631.98507,14
2_Amr,1,2000,100,HIV/AIDS,47479.17819,15
2_Amr,1,2019,1130,Ischaemic heart disease,586147.7036,1
2_Amr,1,2019,1140,Stroke,217198.1918,2
2_Amr,1,2019,1180,Chronic obstructive pulmonary disease,174222.4468,3
2_Amr,1,2019,1620,Interpersonal violence,174096.3162,4
2_Amr,1,2019,390,Lower respiratory infections,154168.0186,5
2_Amr,1,2019,680,"Trachea, bronchus, lung cancers",134442.429,6
2_Amr,1,2019,1270,Kidney diseases,133330.4015,7
2_Amr,1,2019,950,Alzheimer disease and other dementias,129545.3049,8
2_Amr,1,2019,800,Diabetes mellitus,129014.3768,9
2_Amr,1,2019,1530,Road injury,107372.6927,10
2_Amr,1,2019,1230,Cirrhosis of the liver,99292.30799,11
2_Amr,1,2019,740,Prostate cancer,97899.39899,12
2_Amr,1,2019,1120,Hypertensive heart disease,82432.61725,13
2_Amr,1,2019,1610,Self-harm,75912.78197,14
2_Amr,1,2019,650,Colon and rectum cancers,70841.72794,15
2_Amr,1,2020,395,COVID-19,771079.4111,1
2_Amr,1,2020,1130,Ischaemic heart disease,647366.4697,2
2_Amr,1,2020,1140,Stroke,227225.0335,3
2_Amr,1,2020,1620,Interpersonal violence,174127.7361,4
2_Amr,1,2020,1180,Chronic obstructive pulmonary disease,163636.2579,5
2_Amr,1,2020,800,Diabetes mellitus,155177.7742,6
2_Amr,1,2020,1270,Kidney diseases,145804.9218,7
2_Amr,1,2020,950,Alzheimer disease and other dementias,138634.2264,8
2_Amr,1,2020,390,Lower respiratory infections,138398.4192,9
2_Amr,1,2020,680,"Trachea, bronchus, lung cancers",129975.495,10
2_Amr,1,2020,1530,Road injury,103844.4943,11
2_Amr,1,2020,1230,Cirrhosis of the liver,103453.469,12
2_Amr,1,2020,740,Prostate cancer,100711.4953,13
2_Amr,1,2020,1120,Hypertensive heart disease,93909.76719,14
2_Amr,1,2020,1610,Self-harm,75247.66055,15
2_Amr,1,2021,395,COVID-19,1062836.154,1
2_Amr,1,2021,1130,Ischaemic heart disease,659206.0818,2
2_Amr,1,2021,1140,Stroke,228751.4705,3
2_Amr,1,2021,1620,Interpersonal violence,173587.8681,4
2_Amr,1,2021,1180,Chronic obstructive pulmonary disease,157606.2452,5
2_Amr,1,2021,800,Diabetes mellitus,148739.2285,6
2_Amr,1,2021,1270,Kidney diseases,144706.4042,7
2_Amr,1,2021,390,Lower respiratory infections,135015.0065,8
2_Amr,1,2021,950,Alzheimer disease and other dementias,132509.6208,9
2_Amr,1,2021,680,"Trachea, bronchus, lung cancers",126818.2471,10
2_Amr,1,2021,1530,Road injury,112962.8476,11
2_Amr,1,2021,1230,Cirrhosis of the liver,107989.4808,12
2_Amr,1,2021,740,Prostate cancer,101517.442,13
2_Amr,1,2021,1120,Hypertensive heart disease,95216.64747,14
2_Amr,1,2021,870,Drug use disorders,83831.61385,15
2_Amr,2,2000,1130,Ischaemic heart disease,506594.4618,1
2_Amr,2,2000,1140,Stroke,244665.4249,2
2_Amr,2,2000,1180,Chronic obstructive pulmonary disease,123240.4552,3
2_Amr,2,2000,390,Lower respiratory infections,111989.0875,4
2_Amr,2,2000,800,Diabetes mellitus,99004.37617,5
2_Amr,2,2000,680,"Trachea, bronchus, lung cancers",88411.46155,6
2_Amr,2,2000,700,Breast cancer,84477.13397,7
2_Amr,2,2000,950,Alzheimer disease and other dementias,77932.0547,8
2_Amr,2,2000,1270,Kidney diseases,70667.4443,9
2_Amr,2,2000,650,Colon and rectum cancers,53005.40779,10
2_Amr,2,2000,1120,Hypertensive heart disease,46003.55158,11
2_Amr,2,2000,500,Preterm birth complications,39873.1188,12
2_Amr,2,2000,1400,Congenital anomalies,34319.01258,13
2_Amr,2,2000,710,Cervix uteri cancer,34088.16567,14
2_Amr,2,2000,1530,Road injury,33299.91661,15
2_Amr,2,2019,1130,Ischaemic heart disease,467548.0918,1
2_Amr,2,2019,1140,Stroke,251798.9874,2
2_Amr,2,2019,950,Alzheimer disease and other dementias,251544.4554,3
2_Amr,2,2019,1180,Chronic obstructive pulmonary disease,172576.2933,4
2_Amr,2,2019,390,Lower respiratory infections,155457.0377,5
2_Amr,2,2019,800,Diabetes mellitus,135486.2985,6
2_Amr,2,2019,1270,Kidney diseases,122391.0884,7
2_Amr,2,2019,700,Breast cancer,112177.4854,8
2_Amr,2,2019,680,"Trachea, bronchus, lung cancers",108512.963,9
2_Amr,2,2019,1120,Hypertensive heart disease,88833.09947,10
2_Amr,2,2019,650,Colon and rectum cancers,66179.23053,11
2_Amr,2,2019,670,Pancreas cancer,42655.5999,12
2_Amr,2,2019,1230,Cirrhosis of the liver,41630.23071,13
2_Amr,2,2019,710,Cervix uteri cancer,38332.20813,14
2_Amr,2,2019,1550,Falls,35953.92921,15
2_Amr,2,2020,395,COVID-19,519226.2992,1
2_Amr,2,2020,1130,Ischaemic heart disease,501720.3891,2
2_Amr,2,2020,950,Alzheimer disease and other dementias,273943.0351,3
2_Amr,2,2020,1140,Stroke,255757.0311,4
2_Amr,2,2020,1180,Chronic obstructive pulmonary disease,154886.9249,5
2_Amr,2,2020,800,Diabetes mellitus,153771.5441,6
2_Amr,2,2020,1270,Kidney diseases,130260.4751,7
2_Amr,2,2020,390,Lower respiratory infections,126967.3818,8
2_Amr,2,2020,700,Breast cancer,110537.308,9
