IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,DISAGGR_1,DISAGGR_2,UNIT
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Barbados,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belarus,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belgium,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ethiopia,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,5-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,15-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Belize,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,5-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,15-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Benin,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,5-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,15-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,5-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,15-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,5-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,15-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Fiji,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Finland,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Finland,Male,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Finland,Male,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Denmark,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,5-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,15-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,25-34 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,35-44 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Afghanistan,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,5-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Albania,Male,15-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ghana,Female,45-54 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ghana,Female,55-64 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Ghana,Female,65 years and older,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Greece,Male,0-4 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Greece,Male,5-9 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Greece,Male,10-14 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Greece,Male,15-19 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Greece,Male,20-24 years,Number
BEF9EE59AF36F8,TB_notification_agesex_num,Number of people diagnosed with a new episode of TB by age groups and sex,2023,Greece,Male,25-34 years,Number
