IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,UNIT,VALUE,VALUE_LO,VALUE_HI
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,India,"Rate per 100,000",7.64914302725265,5.70208843849743,9.03989630493495
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Indonesia,"Rate per 100,000",10.6952177235403,6.87549710799021,14.8969104006455
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Indonesia,"Rate per 100,000",10.5809145016384,7.17990626896889,13.9819227343078
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Indonesia,"Rate per 100,000",10.0992476632782,7.10687798526981,13.0916173412865
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Indonesia,"Rate per 100,000",9.63134746962998,7.40872882279229,12.2244025576073
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Indonesia,"Rate per 100,000",9.54165605554999,7.33973542734615,11.3765899123865
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Indonesia,"Rate per 100,000",8.73315233001814,7.27762694168179,10.5525590654386
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Indonesia,"Rate per 100,000",9.75581364652896,8.31050792111727,11.2011193719407
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Indonesia,"Rate per 100,000",10.7592238413555,9.3246606625081,12.1937870202029
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Indonesia,"Rate per 100,000",10.6689400518304,9.24641471158637,11.7358340570135
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Iran (Islamic Republic of),"Rate per 100,000",0.290488815212318,0.133140706972313,0.435733222818477
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Iran (Islamic Republic of),"Rate per 100,000",0.250560097268862,0.119314332032791,0.393737295708211
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Iran (Islamic Republic of),"Rate per 100,000",0.246981085506334,0.117610040717302,0.376352130295366
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Iran (Islamic Republic of),"Rate per 100,000",0.243851465288359,0.113797350467901,0.37158318520131
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Iran (Islamic Republic of),"Rate per 100,000",0.229748658069679,0.102238152841007,0.367597852911486
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Iran (Islamic Republic of),"Rate per 100,000",0.227989237859223,0.0934755875222812,0.364782780574756
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Iran (Islamic Republic of),"Rate per 100,000",0.214797312225405,0.074613803194088,0.361763894274366
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Iran (Islamic Republic of),"Rate per 100,000",0.212232998321684,0.0592018363739434,0.368615207611346
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Iran (Islamic Republic of),"Rate per 100,000",0.209692874324902,0.0419385748649804,0.375239880370877
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Iraq,"Rate per 100,000",2.5292505833184,1.78378725349824,3.1948428420864
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Iraq,"Rate per 100,000",2.26152422053448,1.66365000131272,2.85939843975624
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Iraq,"Rate per 100,000",2.03369005866967,1.52526754400225,2.54211257333709
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Iraq,"Rate per 100,000",1.81296080714009,1.36592937524253,2.23515715948778
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Iraq,"Rate per 100,000",1.60224625213967,1.21382291828763,1.96639312762595
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Iraq,"Rate per 100,000",1.4246164558539,1.09220594948799,1.73328335462225
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Iraq,"Rate per 100,000",1.25373782196858,0.951912050013181,1.55556359392398
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Iraq,"Rate per 100,000",1.11185363268336,0.839562947128251,1.38414431823847
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Iraq,"Rate per 100,000",0.998357037102608,0.709942781939633,1.26458558032997
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Ireland,"Rate per 100,000",0.127591787937345,0.0637958939686724,0.17012238391646
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Ireland,"Rate per 100,000",0.12622278321237,0.0631113916061849,0.189334174818555
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Ireland,"Rate per 100,000",0.124733512048738,0.0415778373495792,0.207889186747896
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Ireland,"Rate per 100,000",0.123138580774497,0.0410461935914988,0.205230967957494
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Curaçao,"Rate per 100,000",0,0,0.527531889302708
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Curaçao,"Rate per 100,000",0,0,0.540528853430196
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Curaçao,"Rate per 100,000",0,0,0.539627549065635
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Curaçao,"Rate per 100,000",0,0,0.539519827353655
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Curaçao,"Rate per 100,000",0,0,0.539295787560603
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Cyprus,"Rate per 100,000",0.164000429681126,0.0820002148405629,0.246000644521689
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Cyprus,"Rate per 100,000",0.161667895342671,0.0808339476713356,0.242501843014007
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Cyprus,"Rate per 100,000",0.159453648020423,0.0797268240102114,0.239180472030634
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Cyprus,"Rate per 100,000",0.0786941802505938,0.0786941802505938,0.157388360501187
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Cyprus,"Rate per 100,000",0.155440736664739,0.0777203683323696,0.233161104997109
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Cyprus,"Rate per 100,000",0.0767901708581302,0,0.15358034171626
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Ireland,"Rate per 100,000",0.121617636178814,0.0405392120596048,0.182426454268222
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Ireland,"Rate per 100,000",0.100349315968888,0.0401397263875551,0.180628768743998
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Ireland,"Rate per 100,000",0.09943467410385,0.01988693482077,0.17898241338693
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Ireland,"Rate per 100,000",0.0978471666395956,0.0195694333279191,0.176124899951272
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Ireland,"Rate per 100,000",0.115459464202659,0.0192432440337765,0.192432440337765
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Israel,"Rate per 100,000",0.235939554769642,0.186268069554981,0.285611039984304
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Israel,"Rate per 100,000",0.219244636454025,0.170523606130908,0.267965666777142
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Israel,"Rate per 100,000",0.21526463019151,0.167428045704508,0.251142068556762
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Israel,"Rate per 100,000",0.270268332976697,0.21151434754698,0.329022318406413
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Israel,"Rate per 100,000",0.207912839241562,0.150159272785572,0.254115692406353
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Israel,"Rate per 100,000",0.14772094422773,0.113631495559792,0.193173542451647
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Finland,"Rate per 100,000",0.160680141184284,0.08926674510238,0.232093537266188
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,France,"Rate per 100,000",0.130937773871759,0.0801031087215464,0.184853327818953
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,France,"Rate per 100,000",0.13674035814543,0.0783568344428866,0.199733107403436
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,France,"Rate per 100,000",0.1393893032955,0.0765875292832418,0.199127576136429
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,France,"Rate per 100,000",0.137363608048695,0.0702080663359999,0.198414100514782
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,France,"Rate per 100,000",0.138446289708659,0.0669410631558351,0.212994291859475
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,France,"Rate per 100,000",0.125938314412164,0.0576585053935207,0.197252781609413
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,France,"Rate per 100,000",0.115005929841934,0.0484235494071301,0.181588310276738
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,France,"Rate per 100,000",0.10863428954442,0.0437554777331693,0.165969053470642
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,France,"Rate per 100,000",0.12944239137774,0.0481646107452056,0.210720172010274
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,French Polynesia,"Rate per 100,000",0.719776581349149,0.359888290674575,1.07966487202372
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Cyprus,"Rate per 100,000",0.0759126791634119,0,0.151825358326824
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Cyprus,"Rate per 100,000",0.150221087886096,0.0751105439430482,0.300442175772193
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Cyprus,"Rate per 100,000",0.148701538168711,0,0.223052307253066
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Czechia,"Rate per 100,000",0.180532462444735,0.142525628245843,0.218539296643626
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Czechia,"Rate per 100,000",0.18989839296586,0.151918714372688,0.237372991207325
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Czechia,"Rate per 100,000",0.199215678387727,0.151783374009697,0.246647982765757
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Czechia,"Rate per 100,000",0.189592652602178,0.142194489451634,0.227511183122614
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Czechia,"Rate per 100,000",0.208434372685017,0.161062924347513,0.265280110690021
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Czechia,"Rate per 100,000",0.180092516369225,0.132699748903639,0.218006730341693
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Czechia,"Rate per 100,000",0.180425229980444,0.13294490630138,0.227905553659508
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Czechia,"Rate per 100,000",0.206123517456601,0.14990801269571,0.262339022217492
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Israel,"Rate per 100,000",0.212458499307218,0.156548367910581,0.268368630703854
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Israel,"Rate per 100,000",0.208718753566756,0.142807568229886,0.263644741347482
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Israel,"Rate per 100,000",0.237675678788234,0.162051599173796,0.302496318457753
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Italy,"Rate per 100,000",0.198100477255416,0.161782056425256,0.24762559656927
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Italy,"Rate per 100,000",0.214953789482361,0.165349068832585,0.264558510132136
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Italy,"Rate per 100,000",0.215266337613855,0.165589490472196,0.264943184755514
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Italy,"Rate per 100,000",0.215669221677816,0.164240407277721,0.265439042065004
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Italy,"Rate per 100,000",0.18293654092712,0.134707816500879,0.216197730186596
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Italy,"Rate per 100,000",0.120174709993388,0.0901310324950413,0.150218387491736
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Italy,"Rate per 100,000",0.130589054577937,0.0971046816092355,0.164073427546639
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Italy,"Rate per 100,000",0.125798584088294,0.0905749805435717,0.159344873178506
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,French Polynesia,"Rate per 100,000",0.716409356306193,0.358204678153097,1.07461403445929
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,French Polynesia,"Rate per 100,000",0.714043449543905,0.357021724771952,1.07106517431586
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,French Polynesia,"Rate per 100,000",1.0721484425257,0.357382814175232,1.42953125670093
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,French Polynesia,"Rate per 100,000",1.07511853181813,0.358372843939378,1.43349137575751
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,French Polynesia,"Rate per 100,000",1.43260831414235,0.716304157071176,2.14891247121353
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,French Polynesia,"Rate per 100,000",0.714821830658708,0.357410915329354,1.07223274598806
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,French Polynesia,"Rate per 100,000",1.42663528069049,0.713317640345246,2.13995292103574
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,French Polynesia,"Rate per 100,000",1.06712956375743,0.355709854585811,1.77854927292906
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Gabon,"Rate per 100,000",40.6665592024259,3.33171810333128,78.3933671372065
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Gabon,"Rate per 100,000",37.6135667850304,6.18957428108095,71.4181647817032
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Czechia,"Rate per 100,000",0.259026255548828,0.185018753963449,0.333033757134208
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Democratic People's Republic of Korea,"Rate per 100,000",20.3320823368006,10.1660411684003,30.889125088601
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Democratic People's Republic of Korea,"Rate per 100,000",20.2347881380715,9.72826352791897,30.7413127482239
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Democratic People's Republic of Korea,"Rate per 100,000",20.1412178247919,9.29594668836547,30.599157849203
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Democratic People's Republic of Korea,"Rate per 100,000",19.6674640602161,8.86964065460725,30.8509240160252
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Democratic People's Republic of Korea,"Rate per 100,000",19.5870323860059,8.44930808808097,30.7247566839308
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Democratic People's Republic of Korea,"Rate per 100,000",19.5130909883955,8.03480217169224,31.3739894323221
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Democratic People's Republic of Korea,"Rate per 100,000",19.4415079931473,6.86170870346375,32.4025133219122
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Democratic People's Republic of Korea,"Rate per 100,000",19.750201727421,6.45679671857995,33.0436067362621
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Democratic People's Republic of Korea,"Rate per 100,000",19.683399335178,5.2993767440864,34.0674219262697
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Italy,"Rate per 100,000",0.122690205617356,0.0873957629055138,0.157984648329198
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Jamaica,"Rate per 100,000",0.0356820189742704,0,0.107046056922811
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Jamaica,"Rate per 100,000",0.0355882144645451,0,0.106764643393635
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Jamaica,"Rate per 100,000",0.0355143778182879,0,0.106543133454864
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Jamaica,"Rate per 100,000",0.035459760618248,0,0.070919521236496
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Jamaica,"Rate per 100,000",0.0354199585090606,0,0.0708399170181212
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Jamaica,"Rate per 100,000",0.0353265390978238,0,0.0706530781956476
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Jamaica,"Rate per 100,000",0.0352400180006012,0,0.0704800360012024
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Jamaica,"Rate per 100,000",0.0352218837790545,0,0.0704437675581091
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Jamaica,"Rate per 100,000",0.0352138590480778,0,0.0704277180961557
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Japan,"Rate per 100,000",0.369276575481778,0.0667840615233003,0.675697563647509
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Cabo Verde,"Rate per 100,000",0.384807048125893,0,0.962017620314734
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Cabo Verde,"Rate per 100,000",0.574347349961327,0,1.34014381657643
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Cambodia,"Rate per 100,000",6.33670687232502,1.98422134385935,10.8812138211642
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Cambodia,"Rate per 100,000",5.99262503407123,1.89240790549618,10.0928421626463
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Cambodia,"Rate per 100,000",5.59932429842955,1.74201200395586,9.33220716404925
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Cambodia,"Rate per 100,000",5.2228844430058,1.65903388189596,8.60239790612719
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Cambodia,"Rate per 100,000",4.8539842655673,1.51687008298978,8.49447246474278
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Cambodia,"Rate per 100,000",4.72333456419048,1.37514803767571,8.37046631628692
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Cambodia,"Rate per 100,000",4.77191990244075,1.23716441915131,8.24776279434204
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2022,Cambodia,"Rate per 100,000",5.40643484339128,1.22080786786255,9.30139327895274
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2023,Cambodia,"Rate per 100,000",5.62446320094514,1.09045715120365,10.3306466956135
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2015,Cameroon,"Rate per 100,000",4.83231642359383,1.80113612152134,8.34672836802571
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2016,Cameroon,"Rate per 100,000",4.68999995651091,1.74809089288134,7.24818175097141
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2017,Cameroon,"Rate per 100,000",4.0615690769703,1.69922787914064,6.63113318689028
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2018,Cameroon,"Rate per 100,000",3.66841022307724,1.57217580989024,5.64370803550344
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2019,Cameroon,"Rate per 100,000",3.33253679169626,1.37222103187493,5.09682097553546
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2020,Cameroon,"Rate per 100,000",3.0140531563756,1.10642457639104,4.95983430795985
A38EC3D8EFE438A,TB_e_rr_100k,Estimated rifampicin-resistant TB incidence rate per 100 000 population,2021,Cameroon,"Rate per 100,000",2.74931810409253,0.85451778910984,4.45835368231221
