IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,DISAGGR_1,UNIT,VALUE
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Singapore,Newly enrolled on HIV treatment,Number,1
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Singapore,Newly enrolled on HIV treatment,Number,1
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Singapore,Newly enrolled on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Singapore,Newly enrolled on HIV treatment,Number,1
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Singapore,Currently on HIV treatment,Number,7
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Singapore,Currently on HIV treatment,Number,5
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Singapore,Newly enrolled on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Singapore,Currently on HIV treatment,Number,6
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Singapore,Newly enrolled on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Somalia,Newly enrolled on HIV treatment,Number,173
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Somalia,Newly enrolled on HIV treatment,Number,133
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Somalia,Newly enrolled on HIV treatment,Number,307
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Somalia,Newly enrolled on HIV treatment,Number,128
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Somalia,Currently on HIV treatment,Number,542
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Somalia,Newly enrolled on HIV treatment,Number,134
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Somalia,Currently on HIV treatment,Number,229
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Somalia,Currently on HIV treatment,Number,326
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Somalia,Newly enrolled on HIV treatment,Number,380
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,South Africa,Newly enrolled on HIV treatment,Number,409496
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,South Africa,Newly enrolled on HIV treatment,Number,385932
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,South Africa,Newly enrolled on HIV treatment,Number,375650
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,South Africa,Newly enrolled on HIV treatment,Number,453149
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,South Africa,Currently on HIV treatment,Number,453149
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,South Africa,Newly enrolled on HIV treatment,Number,509762
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,South Africa,Currently on HIV treatment,Number,534354
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,South Africa,Newly enrolled on HIV treatment,Number,356872
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,South Africa,Currently on HIV treatment,Number,480733
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,South Africa,Newly enrolled on HIV treatment,Number,306598
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,South Africa,Currently on HIV treatment,Number,414353
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,South Africa,Newly enrolled on HIV treatment,Number,288342
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,South Africa,Currently on HIV treatment,Number,466297
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,South Africa,Newly enrolled on HIV treatment,Number,261684
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,South Sudan,Newly enrolled on HIV treatment,Number,1763
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,South Sudan,Currently on HIV treatment,Number,2590
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,South Sudan,Currently on HIV treatment,Number,3245
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,South Sudan,Currently on HIV treatment,Number,3863
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,South Sudan,Newly enrolled on HIV treatment,Number,10280
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Sri Lanka,Newly enrolled on HIV treatment,Number,15
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Sri Lanka,Newly enrolled on HIV treatment,Number,25
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Sri Lanka,Newly enrolled on HIV treatment,Number,56
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Sri Lanka,Newly enrolled on HIV treatment,Number,110
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Sri Lanka,Currently on HIV treatment,Number,342
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Sri Lanka,Newly enrolled on HIV treatment,Number,55
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Sri Lanka,Currently on HIV treatment,Number,129
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Sri Lanka,Newly enrolled on HIV treatment,Number,128
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Sri Lanka,Newly enrolled on HIV treatment,Number,170
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Sudan,Newly enrolled on HIV treatment,Number,221
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Sudan,Newly enrolled on HIV treatment,Number,659
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Tajikistan,Newly enrolled on HIV treatment,Number,825
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Tajikistan,Newly enrolled on HIV treatment,Number,730
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Haiti,Newly enrolled on HIV treatment,Number,12660
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Haiti,Newly enrolled on HIV treatment,Number,9457
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Haiti,Newly enrolled on HIV treatment,Number,8113
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Honduras,Newly enrolled on HIV treatment,Number,454
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Honduras,Newly enrolled on HIV treatment,Number,573
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Honduras,Newly enrolled on HIV treatment,Number,730
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Honduras,Currently on HIV treatment,Number,2378
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Honduras,Newly enrolled on HIV treatment,Number,468
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Honduras,Currently on HIV treatment,Number,906
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Honduras,Newly enrolled on HIV treatment,Number,574
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Honduras,Currently on HIV treatment,Number,1134
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Tajikistan,Newly enrolled on HIV treatment,Number,586
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Tajikistan,Newly enrolled on HIV treatment,Number,73
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Tajikistan,Currently on HIV treatment,Number,95
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Tajikistan,Newly enrolled on HIV treatment,Number,1008
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Tajikistan,Currently on HIV treatment,Number,1752
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Tajikistan,Newly enrolled on HIV treatment,Number,942
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Tajikistan,Currently on HIV treatment,Number,1502
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Tajikistan,Newly enrolled on HIV treatment,Number,857
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Tajikistan,Currently on HIV treatment,Number,1032
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Tajikistan,Newly enrolled on HIV treatment,Number,912
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Honduras,Newly enrolled on HIV treatment,Number,772
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Honduras,Currently on HIV treatment,Number,1245
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Honduras,Newly enrolled on HIV treatment,Number,712
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Honduras,Currently on HIV treatment,Number,1169
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,India,Newly enrolled on HIV treatment,Number,8135
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,India,Newly enrolled on HIV treatment,Number,18162
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,India,Newly enrolled on HIV treatment,Number,29214
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,India,Currently on HIV treatment,Number,495298
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,India,Newly enrolled on HIV treatment,Number,77952
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,India,Currently on HIV treatment,Number,374742
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,India,Newly enrolled on HIV treatment,Number,41204
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,India,Currently on HIV treatment,Number,346498
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,India,Currently on HIV treatment,Number,210171
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,India,Currently on HIV treatment,Number,210731
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,India,Currently on HIV treatment,Number,137465
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Indonesia,Newly enrolled on HIV treatment,Number,591
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Indonesia,Newly enrolled on HIV treatment,Number,877
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Indonesia,Newly enrolled on HIV treatment,Number,7681
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Indonesia,Newly enrolled on HIV treatment,Number,5195
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Indonesia,Currently on HIV treatment,Number,13766
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Indonesia,Newly enrolled on HIV treatment,Number,6529
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Indonesia,Currently on HIV treatment,Number,20318
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Chile,Newly enrolled on HIV treatment,Number,52
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Chile,Currently on HIV treatment,Number,85
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Chile,Newly enrolled on HIV treatment,Number,90
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Chile,Currently on HIV treatment,Number,125
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Chile,Newly enrolled on HIV treatment,Number,83
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Chile,Currently on HIV treatment,Number,122
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Chile,Newly enrolled on HIV treatment,Number,85
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Chile,Currently on HIV treatment,Number,113
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Colombia,Newly enrolled on HIV treatment,Number,85
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Colombia,Newly enrolled on HIV treatment,Number,1123
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Colombia,Newly enrolled on HIV treatment,Number,112
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Venezuela (Bolivarian Republic of),Currently on HIV treatment,Number,48
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Venezuela (Bolivarian Republic of),Newly enrolled on HIV treatment,Number,109
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Venezuela (Bolivarian Republic of),Currently on HIV treatment,Number,109
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Venezuela (Bolivarian Republic of),Currently on HIV treatment,Number,85
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Venezuela (Bolivarian Republic of),Currently on HIV treatment,Number,123
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Venezuela (Bolivarian Republic of),Currently on HIV treatment,Number,522
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Viet Nam,Newly enrolled on HIV treatment,Number,3474
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Viet Nam,Newly enrolled on HIV treatment,Number,4552
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Viet Nam,Newly enrolled on HIV treatment,Number,5796
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Viet Nam,Newly enrolled on HIV treatment,Number,8771
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Indonesia,Currently on HIV treatment,Number,17274
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Indonesia,Newly enrolled on HIV treatment,Number,1985
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Indonesia,Newly enrolled on HIV treatment,Number,4485
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Indonesia,Newly enrolled on HIV treatment,Number,2847
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Iran (Islamic Republic of),Newly enrolled on HIV treatment,Number,183
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Iran (Islamic Republic of),Newly enrolled on HIV treatment,Number,302
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Iran (Islamic Republic of),Newly enrolled on HIV treatment,Number,211
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Iran (Islamic Republic of),Newly enrolled on HIV treatment,Number,183
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Iran (Islamic Republic of),Currently on HIV treatment,Number,668
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Iran (Islamic Republic of),Newly enrolled on HIV treatment,Number,68
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Mongolia,Currently on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Mongolia,Newly enrolled on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Mongolia,Currently on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Mongolia,Newly enrolled on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Mongolia,Currently on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Montenegro,Newly enrolled on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Montenegro,Newly enrolled on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Montenegro,Currently on HIV treatment,Number,0
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Morocco,Newly enrolled on HIV treatment,Number,1417
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Morocco,Newly enrolled on HIV treatment,Number,425
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Morocco,Newly enrolled on HIV treatment,Number,287
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Morocco,Newly enrolled on HIV treatment,Number,68
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Morocco,Currently on HIV treatment,Number,261
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Morocco,Currently on HIV treatment,Number,209
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2021,Morocco,Newly enrolled on HIV treatment,Number,153
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Morocco,Newly enrolled on HIV treatment,Number,123
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Mozambique,Newly enrolled on HIV treatment,Number,130420
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Mozambique,Newly enrolled on HIV treatment,Number,162646
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Mozambique,Currently on HIV treatment,Number,170022
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2018,Mozambique,Currently on HIV treatment,Number,164813
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2019,Mozambique,Currently on HIV treatment,Number,187306
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Mozambique,Newly enrolled on HIV treatment,Number,220746
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2020,Mozambique,Currently on HIV treatment,Number,220746
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2022,Mozambique,Currently on HIV treatment,Number,342337
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2023,Mozambique,Newly enrolled on HIV treatment,Number,287581
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2015,Myanmar,Newly enrolled on HIV treatment,Number,3361
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2016,Myanmar,Newly enrolled on HIV treatment,Number,1018
244CFCE95113B4,TB_hiv_reg_tpt_num,Provision of TB preventive treatment to people living with HIV,2017,Myanmar,Newly enrolled on HIV treatment,Number,6531
