iso3,year,c_newinc,e_pop_num,priv_new_dx
TUR,2021,9047,86686263,
TUR,2022,9723,87058467,
TUR,2023,9408,87270497,
TUR,2024,8891,87473816,
TUV,2000,16,9540,
TUV,2001,16,9600,
TUV,2002,13,9625,
TUV,2003,31,9685,
TUV,2004,,9819,
TUV,2005,12,9939,
TUV,2006,9,10053,12
TUV,2007,18,10186,
TUV,2008,17,10332,
TUV,2009,18,10456,0
TUV,2010,14,10611,0
TUV,2011,12,10781,
TUV,2012,19,10929,
TUV,2013,18,11006,
TUV,2014,15,10984,
TUV,2015,20,10972,
TUV,2016,20,10930,
TUV,2017,23,10868,
TUV,2018,27,10755,
TUV,2019,30,10579,
TUV,2020,30,10401,
TUV,2021,22,10198,
TUV,2022,26,9988,
TUV,2023,16,9806,
TUV,2024,,9645,
TZA,2000,54442,34260135,
TZA,2001,61603,35198300,
TZA,2002,60306,36121302,
TZA,2003,64287,37089559,
TZA,2004,62512,38109668,
TZA,2005,61022,39182075,
TZA,2006,59282,40294903,8
TZA,2007,59371,41435519,
TZA,2008,60490,42570727,611
TZA,2009,61537,43633980,11492
TZA,2010,61098,44758488,11156
TZA,2011,59357,46029369,
TZA,2012,62479,47374264,13734
TZA,2013,64053,48824124,10040
TZA,2014,61571,50351509,4724
TZA,2015,60895,52020963,7773
TZA,2016,64609,53824016,7098
TZA,2017,68273,55652887,6939
TZA,2018,74692,57437158,14396
TZA,2019,81208,59174892,15913
TZA,2020,84791,60972801,15396
TZA,2021,86701,62830413,14877
TZA,2022,100100,64711820,14755
TZA,2023,92368,66617605,14760
TZA,2024,75924,68560157,12125
UGA,2000,30372,24000156,
UGA,2001,36829,24745677,
UGA,2002,40695,25532876,
UGA,2003,42891,26352126,
UGA,2004,43721,27154513,
UGA,2005,41040,27963283,
UGA,2006,40782,28793998,7
UGA,2007,40909,29653423,
UGA,2008,42178,30539551,
UGA,2009,41703,31451153,
UGA,2010,42885,32390801,
UGA,2011,46306,33354541,
UGA,2012,44663,34337435,
UGA,2013,45549,35337037,
UGA,2014,44187,36395533,
UGA,2015,41912,37531447,
UGA,2016,43413,38799150,
UGA,2017,45794,40177384,
UGA,2018,55835,41565822,
UGA,2019,65897,42999639,
UGA,2020,60887,44457152,
UGA,2021,74799,45910933,
UGA,2022,94457,47312720,
UGA,2023,86469,48656595,18241
UGA,2024,88861,50015100,21770
UKR,2000,32945,49556660,
UKR,2001,36784,49106856,
UKR,2002,40175,48677285,
UKR,2003,77702,48315142,
UKR,2004,,47979509,
UKR,2005,39608,47585568,
UKR,2006,41265,47278693,0
UKR,2007,37517,47062792,
UKR,2008,37832,46819186,
UKR,2009,36075,46623735,
UKR,2010,33857,46456004,
UKR,2011,34237,46307856,
UKR,2012,40990,46210066,
UKR,2013,36510,46126758,
UKR,2014,31701,45972381,0
UKR,2015,30151,45784893,0
UKR,2016,29052,45616823,
UKR,2017,27229,45436038,
UKR,2018,26512,45208900,
UKR,2019,25379,44957460,
UKR,2020,17533,44680015,
UKR,2021,18307,44298646,
UKR,2022,18567,41048758,
UKR,2023,20058,37732841,
UKR,2024,18311,37860219,
URY,2000,645,3266204,
URY,2001,689,3274251,
URY,2002,536,3278857,
URY,2003,643,3281183,
URY,2004,727,3283155,
URY,2005,622,3285773,
URY,2006,557,3289517,4
URY,2007,607,3295154,
URY,2008,686,3302179,
URY,2009,704,3310088,
URY,2010,699,3318594,0
URY,2011,817,3326818,0
URY,2012,808,3335404,0
URY,2013,881,3345331,0
URY,2014,862,3356331,0
URY,2015,900,3368018,
URY,2016,879,3379283,
URY,2017,933,3388434,
URY,2018,1002,3394536,
URY,2019,1057,3397204,
URY,2020,968,3398971,
URY,2021,951,3396698,
URY,2022,1126,3390911,
URY,2023,1240,3388075,
URY,2024,1293,3386590,
USA,2000,16310,281484139,
USA,2001,15945,284279638,
USA,2002,15056,287084337,
USA,2003,14838,289908100,
USA,2004,14502,292786252,
USA,2005,14080,295716667,
USA,2006,13779,298730205,0
USA,2007,13299,301844224,
USA,2008,12904,304970330,
USA,2009,11545,308023453,
USA,2010,11181,311062789,
USA,2011,10521,314105081,
USA,2012,9945,317115358,
USA,2013,9115,320110756,
USA,2014,8949,323115373,
USA,2015,9058,326126494,
USA,2016,8814,329179422,
USA,2017,8662,332204656,
USA,2018,8561,335056496,
USA,2019,8493,337790067,
USA,2020,6849,339436165,
USA,2021,7557,340161448,
USA,2022,7726,341534052,
USA,2023,9206,343477333,
USA,2024,,345426574,
UZB,2000,15750,24787046,
UZB,2001,17391,25090281,
UZB,2002,20588,25399983,
UZB,2003,24185,25711263,
UZB,2004,20289,26029348,
UZB,2005,21513,26356982,
UZB,2006,23900,26699050,0
UZB,2007,19779,27076006,
UZB,2008,17176,27494772,0
UZB,2009,19973,27939331,
UZB,2010,16883,28385509,0
UZB,2011,15345,28823196,0
UZB,2012,14832,29261906,0
UZB,2013,20812,29724063,0
UZB,2014,18345,30222994,0
UZB,2015,16315,30749342,0
UZB,2016,16050,31284572,
UZB,2017,16842,31819184,
UZB,2018,16413,32373487,
UZB,2019,16272,32964703,
UZB,2020,12111,33586367,
UZB,2021,13544,34243699,
UZB,2022,14302,34938945,
UZB,2023,13938,35652303,
UZB,2024,13924,36361872,
VCT,2000,16,113549,
VCT,2001,10,113498,
VCT,2002,10,113346,
VCT,2003,14,113137,
VCT,2004,8,112834,
VCT,2005,7,112447,
VCT,2006,13,112012,
VCT,2007,12,111532,
VCT,2008,12,111034,
VCT,2009,9,110509,
VCT,2010,15,109963,
VCT,2011,17,109343,
VCT,2012,30,108733,
VCT,2013,3,108129,
VCT,2014,5,107536,
VCT,2015,7,106954,
VCT,2016,6,106352,
VCT,2017,2,105664,
VCT,2018,6,104924,
VCT,2019,4,104165,
VCT,2020,13,103526,
VCT,2021,5,102839,
VCT,2022,5,102048,
VCT,2023,4,101318,
VCT,2024,,100615,
VEN,2000,6466,24526717,
VEN,2001,6251,24979929,
VEN,2002,6204,25435677,
VEN,2003,6734,25892701,
VEN,2004,6808,26340840,
VEN,2005,6847,26785805,
VEN,2006,6705,27224685,8
VEN,2007,6456,27649363,
VEN,2008,6408,28053686,40
VEN,2009,6474,28438302,104
VEN,2010,6451,28813102,75
VEN,2011,6282,29185212,93
VEN,2012,6495,29553828,96
VEN,2013,6555,29912202,171
VEN,2014,6392,30254079,19
VEN,2015,7136,30573975,
VEN,2016,8197,30765724,
VEN,2017,10647,30565325,
VEN,2018,11017,29807594,
VEN,2019,10293,28938095,
VEN,2020,9150,28444072,
VEN,2021,9090,28237836,
VEN,2022,9865,28213026,
VEN,2023,10165,28300854,
VEN,2024,10787,28405538,
VGB,2000,1,20245,
VGB,2001,1,20795,
VGB,2002,1,21431,
VGB,2003,1,22129,
VGB,2004,2,22877,
VGB,2005,0,23661,
VGB,2006,,24502,
VGB,2007,0,25361,
VGB,2008,,26297,
VGB,2009,,27214,
VGB,2010,1,27676,
VGB,2011,0,28706,
VGB,2012,0,30342,
VGB,2013,1,31699,
VGB,2014,0,32965,
VGB,2015,0,34504,
VGB,2016,0,33883,
VGB,2017,,32696,
VGB,2018,1,34657,
VGB,2019,,36387,
VGB,2020,,37128,
VGB,2021,,37805,
VGB,2022,,38319,
VGB,2023,0,38989,
VGB,2024,0,39469,
VNM,2000,89792,77154014,
VNM,2001,90728,77969360,
VNM,2002,95711,78772222,
VNM,2003,92741,79563782,
VNM,2004,98173,80338971,
VNM,2005,94916,81088311,
VNM,2006,97363,82167889,2
VNM,2007,97400,83633379,
VNM,2008,97772,85175794,815
VNM,2009,96861,86460021,1137
VNM,2010,97448,87455157,3190
VNM,2011,98804,88468308,4320
VNM,2012,102112,89510363,4724
VNM,2013,100395,90573108,5262
VNM,2014,100349,91679573,2682
VNM,2015,100780,92823261,2269
VNM,2016,102097,94000118,1505
VNM,2017,102725,95176978,1727
VNM,2018,99658,96237328,3257
VNM,2019,102503,97173783,3617
VNM,2020,99852,98079187,3707
VNM,2021,77657,98935100,6863
VNM,2022,102479,99680656,9956
VNM,2023,104517,100352197,10237
VNM,2024,106392,100987689,5903
VUT,2000,152,186276,
VUT,2001,175,191035,
VUT,2002,101,195865,
VUT,2003,105,200750,
VUT,2004,115,205711,
VUT,2005,76,210754,
VUT,2006,130,215925,0
VUT,2007,122,221278,
VUT,2008,103,226902,
VUT,2009,134,232726,6
VUT,2010,116,238250,0
VUT,2011,110,243470,0
VUT,2012,125,248883,0
VUT,2013,123,254486,0
VUT,2014,112,260242,0
VUT,2015,136,266101,
VUT,2016,100,272082,
VUT,2017,91,278507,
VUT,2018,90,285261,
VUT,2019,93,291982,
VUT,2020,83,298856,
VUT,2021,69,305872,
VUT,2022,84,313046,
VUT,2023,101,320409,
VUT,2024,89,327784,
WLF,2000,,14787,
WLF,2001,1,14903,
WLF,2002,19,15029,
WLF,2003,17,15050,
WLF,2004,,14894,
WLF,2005,7,14601,
WLF,2006,,14323,
WLF,2007,2,13992,
WLF,2008,,13687,
WLF,2009,9,13407,
WLF,2010,,13171,
WLF,2011,2,12917,
WLF,2012,,12681,
WLF,2013,2,12477,
WLF,2014,0,12303,
WLF,2015,0,12153,
WLF,2016,0,12042,
WLF,2017,,11916,
WLF,2018,0,11794,
WLF,2019,1,11676,
WLF,2020,0,11616,
WLF,2021,,11564,
WLF,2022,,11480,
WLF,2023,,11377,
WLF,2024,0,11278,
WSM,2000,43,181690,
WSM,2001,22,183167,
WSM,2002,31,184469,
WSM,2003,27,185422,
WSM,2004,34,186238,
WSM,2005,24,186970,
WSM,2006,25,187711,
WSM,2007,,188763,
WSM,2008,12,190113,
WSM,2009,16,191507,
WSM,2010,14,193017,2
WSM,2011,20,194717,
WSM,2012,22,196493,
WSM,2013,22,198265,
WSM,2014,23,200038,
WSM,2015,19,201775,
WSM,2016,13,203500,
WSM,2017,30,205418,
WSM,2018,11,207586,
WSM,2019,18,209779,
WSM,2020,13,211945,
WSM,2021,13,213784,
WSM,2022,9,215268,
WSM,2023,13,216661,
WSM,2024,12,218022,
YEM,2000,13651,19624145,
YEM,2001,13029,20226142,
YEM,2002,11677,20835090,
YEM,2003,10413,21456370,
YEM,2004,10016,22095164,
YEM,2005,9063,22790090,
YEM,2006,8468,23543089,2
YEM,2007,8427,24318078,
YEM,2008,8290,25111940,399
YEM,2009,8562,25927730,360
YEM,2010,8916,26754391,0
YEM,2011,8636,27582901,2880
YEM,2012,9867,28433655,0
YEM,2013,10325,29312960,0
YEM,2014,9628,30226306,0
YEM,2015,7654,31159385,
YEM,2016,9412,32109013,
YEM,2017,9693,33090922,
YEM,2018,9743,34085189,
YEM,2019,10224,35111411,
YEM,2020,8860,36134872,
YEM,2021,9367,37140229,
YEM,2022,10327,38222874,
YEM,2023,11015,39390797,
YEM,2024,11925,40583151,
ZAF,2000,151239,47159718,
ZAF,2001,148257,47566798,
ZAF,2002,215120,48019414,
ZAF,2003,227320,48500344,
ZAF,2004,267290,48991415,
ZAF,2005,270178,49490035,
ZAF,2006,303114,49998274,6
ZAF,2007,315315,50528578,
ZAF,2008,348241,51114604,
ZAF,2009,360183,51728518,
ZAF,2010,354786,52344050,
ZAF,2011,362453,52995199,
ZAF,2012,323664,53782563,
ZAF,2013,312380,54678793,
ZAF,2014,306166,55594839,
ZAF,2015,287224,56723532,
ZAF,2016,237045,57259553,
ZAF,2017,243297,57635157,
ZAF,2018,227999,58613004,4549
ZAF,2019,209545,59587889,1555
ZAF,2020,191074,60562386,1726
ZAF,2021,172194,61502602,
ZAF,2022,214295,62378415,
ZAF,2023,211810,63212382,5082
ZAF,2024,183726,64007188,448
ZMB,2000,49806,10017625,
ZMB,2001,46259,10325183,
ZMB,2002,54220,10647946,
ZMB,2003,57601,10983588,
ZMB,2004,54106,11338194,
ZMB,2005,49576,11718822,
ZMB,2006,47790,12129550,8
ZMB,2007,46320,12565079,
ZMB,2008,43686,13021322,
ZMB,2009,44879,13490395,
ZMB,2010,44154,13965587,
ZMB,2011,43583,14437801,
ZMB,2012,40726,14913621,
ZMB,2013,40638,15398993,
ZMB,2014,37931,15895310,
ZMB,2015,36741,16399090,
ZMB,2016,38326,16914419,
ZMB,2017,36010,17441317,
ZMB,2018,35071,17973566,
ZMB,2019,36150,18513846,
ZMB,2020,40000,19059399,
ZMB,2021,50075,19603610,
ZMB,2022,54127,20152946,
ZMB,2023,54346,20723959,918
ZMB,2024,47006,21314958,621
ZWE,2000,50855,11892056,
ZWE,2001,56222,11971895,
ZWE,2002,59170,12087657,
ZWE,2003,57117,12232322,
ZWE,2004,56162,12365896,
ZWE,2005,50454,12483431,
ZWE,2006,44328,12636460,8
ZWE,2007,40277,12804051,
ZWE,2008,36650,12959152,0
ZWE,2009,42971,13142791,0
ZWE,2010,44209,13356538,
ZWE,2011,38404,13595422,
ZWE,2012,35760,13817885,
ZWE,2013,32899,14013809,
ZWE,2014,29653,14207361,0
ZWE,2015,26990,14399006,
ZWE,2016,26618,14600290,
ZWE,2017,25848,14812494,
ZWE,2018,25204,15034442,
ZWE,2019,21008,15271376,
ZWE,2020,15728,15526885,
ZWE,2021,16310,15797209,
ZWE,2022,18222,16069054,
ZWE,2023,19207,16340822,80
ZWE,2024,20286,16634364,150
